State and area,Year,Unemployeement,gdp per capita,Birth Rate
Nevada,2020,0.128,96980.54001,1.6
New Hampshire,2020,0.06,99464.60596,1.41
New Jersey,2020,0.074,118108.6812,1.74
New Mexico,2020,0.087,99302.81269,1.61
New York,2020,0.101,150173.1569,1.57
North Carolina,2020,0.067,104616.0838,1.66
North Dakota,2020,0.053,130684.2622,1.93
Ohio,2020,0.077,103308.3546,1.71
Oklahoma,2020,0.06,103851.1445,1.79
Oregon,2020,0.075,101208.2014,1.39
Pennsylvania,2020,0.088,104171.3363,1.61
Rhode Island,2020,0.097,89204.13224,1.43
South Carolina,2020,0.058,88667.7573,1.64
South Dakota,2020,0.038,101745.2505,1.98
Tennessee,2020,0.071,97434.59055,1.7
Texas,2020,0.077,124252.6707,1.78
Utah,2020,0.045,105461.9949,1.92
Vermont,2020,0.05,87403.1305,1.36
Virginia,2020,0.066,110668.4741,1.64
Washington,2020,0.08,138345.8811,1.54
West Virginia,2020,0.076,90669.82782,1.65
Wisconsin,2020,0.057,94496.7752,1.66
Wyoming,2020,0.059,123646.8888,1.69
Alabama,2020,0.053,87509.76863,1.78
Alaska,2020,0.073,146882.1877,1.89
Arizona,2020,0.07,93579.50517,1.58
Arkansas,2020,0.055,87678.66662,1.79
California,2020,0.093,143078.5848,1.52
Colorado,2020,0.062,114563.6778,1.48
Connecticut,2020,0.079,127890.9283,1.51
Delaware,2020,0.052,128681.9367,1.67
District of Columbia,2020,0.081,323202.3833,1.27
Florida,2020,0.071,94103.50426,1.57
Georgia,2020,0.055,103292.1682,1.65
Hawaii,2020,0.115,109265.2624,1.77
Idaho,2020,0.044,82793.28095,1.84
Illinois,2020,0.082,116618.9716,1.59
Indiana,2020,0.056,97150.41818,1.77
Iowa,2020,0.044,103380.2894,1.82
Kansas,2020,0.048,105200.2081,1.82
Kentucky,2020,0.048,94135.97319,1.8
Louisiana,2020,0.08,105636.8388,1.83
Maine,2020,0.038,90265.89226,1.45
Maryland,2020,0.067,110410.0334,1.69
Massachusetts,2020,0.087,132694.2261,1.39
Michigan,2020,0.075,92991.16776,1.63
Minnesota,2020,0.055,105099.5214,1.72
Mississippi,2020,0.069,80266.12478,1.81
Missouri,2020,0.054,92458.65499,1.72
Montana,2020,0.047,85682.76206,1.6
Nebraska,2020,0.033,112954.8397,1.94
Nevada,2020,0.112,97319.10342,1.6
New Hampshire,2020,0.052,99682.54969,1.41
New Jersey,2020,0.071,117311.3979,1.74
New Mexico,2020,0.084,99226.85776,1.61
New York,2020,0.092,150702.3907,1.57
North Carolina,2020,0.06,104585.462,1.66
North Dakota,2020,0.049,130941.9623,1.93
Ohio,2020,0.069,103340.3387,1.71
Oklahoma,2020,0.055,103777.8523,1.79
Oregon,2020,0.069,101226.2938,1.39
Pennsylvania,2020,0.082,104364.0544,1.61
Rhode Island,2020,0.07,91143.93233,1.43
South Carolina,2020,0.053,88607.95528,1.64
South Dakota,2020,0.034,101693.3008,1.98
Tennessee,2020,0.064,97250.44273,1.7
Texas,2020,0.071,124151.2547,1.78
Utah,2020,0.041,105296.7127,1.92
Vermont,2020,0.045,87633.45705,1.36
Virginia,2020,0.058,110959.0111,1.64
Washington,2020,0.072,138897.1201,1.54
West Virginia,2020,0.069,90781.76689,1.65
Wisconsin,2020,0.051,94567.75258,1.66
Wyoming,2020,0.056,123942.6705,1.69
Alabama,2020,0.049,87765.48426,1.78
Alaska,2020,0.072,146237.4399,1.89
Arizona,2020,0.068,93418.9198,1.58
Arkansas,2020,0.052,87791.04109,1.79
California,2020,0.091,142834.3398,1.52
Colorado,2020,0.063,113996.5905,1.48
Connecticut,2020,0.075,128526.3839,1.51
Delaware,2020,0.053,127895.7971,1.67
District of Columbia,2020,0.079,324373.2886,1.27
Florida,2020,0.066,93948.6943,1.57
Georgia,2020,0.052,103491.922,1.65
Hawaii,2020,0.106,107288.0274,1.77
Idaho,2020,0.042,82572.66335,1.84
Illinois,2020,0.079,116498.1317,1.59
Indiana,2020,0.052,97045.93343,1.77
Iowa,2020,0.043,102934.6702,1.82
Kansas,2020,0.045,105149.0729,1.82
Kentucky,2020,0.048,93980.25677,1.8
Louisiana,2020,0.076,105514.824,1.83
Maine,2020,0.039,89623.89675,1.45
Maryland,2020,0.066,110500.952,1.69
Massachusetts,2020,0.081,132781.7237,1.39
Michigan,2020,0.071,93306.38379,1.63
Minnesota,2020,0.051,105953.3835,1.72
Mississippi,2020,0.067,80091.73427,1.81
Missouri,2020,0.052,92615.01373,1.72
Montana,2020,0.044,85734.1439,1.6
Nebraska,2020,0.031,112957.7556,1.94
Nevada,2020,0.103,97252.88039,1.6
New Hampshire,2020,0.048,99741.34477,1.41
New Jersey,2020,0.072,116353.3944,1.74
New Mexico,2020,0.084,99039.8638,1.61
New York,2020,0.089,150429.3859,1.57
North Carolina,2020,0.058,104328.8416,1.66
North Dakota,2020,0.046,131107.386,1.93
Ohio,2020,0.065,103290.9334,1.71
Oklahoma,2020,0.054,103624.3252,1.79
Oregon,2020,0.067,101105.9894,1.39
Pennsylvania,2020,0.079,104439.3007,1.61
Rhode Island,2020,0.07,90671.01986,1.43
South Carolina,2020,0.05,88551.62284,1.64
South Dakota,2020,0.033,101585.4239,1.98
Tennessee,2020,0.06,97080.39099,1.7
Texas,2020,0.07,123819.3035,1.78
Utah,2020,0.038,105101.5694,1.92
Vermont,2020,0.043,87641.64883,1.36
Virginia,2020,0.053,111115.3313,1.64
Washington,2020,0.068,138967.3285,1.54
West Virginia,2020,0.065,90778.37428,1.65
Wisconsin,2020,0.049,94471.79995,1.66
Wyoming,2020,0.055,124173.9392,1.69
Alabama,2020,0.045,88048.6001,1.78
Alaska,2020,0.073,145589.9665,1.89
Arizona,2020,0.066,93273.18823,1.58
Arkansas,2020,0.051,87850.23205,1.79
California,2020,0.091,142361.6086,1.52
Colorado,2020,0.064,113490.2508,1.48
Connecticut,2020,0.073,128935.8234,1.51
Delaware,2020,0.056,127304.9856,1.67
District of Columbia,2020,0.077,325540.5951,1.27
Florida,2020,0.064,93652.88213,1.57
Georgia,2020,0.05,103622.4983,1.65
Hawaii,2020,0.103,105467.4772,1.77
Idaho,2020,0.042,82334.45018,1.84
Illinois,2020,0.076,116332.1547,1.59
Indiana,2020,0.05,97080.10317,1.77
Iowa,2020,0.043,102582.7287,1.82
Kansas,2020,0.043,105208.1063,1.82
Kentucky,2020,0.047,93891.03243,1.8
Louisiana,2020,0.074,105373.0579,1.83
Maine,2020,0.042,88960.56144,1.45
Maryland,2020,0.067,110456.4088,1.69
Massachusetts,2020,0.078,132891.4083,1.39
Michigan,2020,0.07,95051.04549,1.63
Minnesota,2020,0.048,106773.3871,1.72
Mississippi,2020,0.066,80010.84036,1.81
Missouri,2020,0.05,92687.14747,1.72
Montana,2020,0.042,85768.11802,1.6
Nebraska,2020,0.031,112962.5079,1.94
Nevada,2020,0.097,97150.33209,1.6
New Hampshire,2020,0.046,99845.74902,1.41
New Jersey,2020,0.072,115768.368,1.74
New Mexico,2020,0.085,98832.13145,1.61
New York,2020,0.087,150369.0348,1.57
North Carolina,2020,0.058,103993.2439,1.66
North Dakota,2020,0.044,131260.061,1.93
Ohio,2020,0.063,103362.7214,1.71
Oklahoma,2020,0.052,103539.3213,1.79
Oregon,2020,0.066,100933.8117,1.39
Pennsylvania,2020,0.077,104619.0912,1.61
Rhode Island,2020,0.069,90414.33681,1.43
South Carolina,2020,0.049,88534.56768,1.64
South Dakota,2020,0.032,101551.6913,1.98
Tennessee,2020,0.057,97069.72788,1.7
Texas,2020,0.069,123564.6679,1.78
Utah,2020,0.036,104940.5613,1.92
Vermont,2020,0.044,87538.17518,1.36
Virginia,2020,0.051,111130.6471,1.64
Washington,2020,0.066,138874.9619,1.54
West Virginia,2020,0.063,90727.98297,1.65
Wisconsin,2020,0.048,94411.39618,1.66
Wyoming,2020,0.054,124370.6643,1.69
Alabama,2021,0.042,92842.26137,1.77
Alaska,2021,0.071,145841.1697,1.89
Arizona,2021,0.064,99040.60609,1.64
Arkansas,2021,0.049,92468.40188,1.84
California,2021,0.087,153476.3404,1.54
Colorado,2021,0.063,119851.5145,1.52
Connecticut,2021,0.07,135715.1586,1.58
Delaware,2021,0.057,131231.4068,1.68
District of Columbia,2021,0.073,339460.4796,1.34
Florida,2021,0.059,101473.0299,1.62
Georgia,2021,0.048,111099.7772,1.67
Hawaii,2021,0.095,111338.4263,1.73
Idaho,2021,0.041,87595.18922,1.85
Illinois,2021,0.072,123685.0647,1.57
Indiana,2021,0.047,102970.9958,1.79
Iowa,2021,0.042,107665.0227,1.85
Kansas,2021,0.039,108050.0827,1.84
Kentucky,2021,0.046,98549.83729,1.81
Louisiana,2021,0.07,106729.1381,1.87
Maine,2021,0.044,93959.47869,1.48
Maryland,2021,0.064,115939.357,1.66
Massachusetts,2021,0.071,142409.6059,1.43
Michigan,2021,0.065,100986.4551,1.64
Minnesota,2021,0.045,113410.4375,1.75
Mississippi,2021,0.065,83088.23061,1.82
Missouri,2021,0.049,96990.38091,1.73
Montana,2021,0.04,89906.15844,1.62
Nebraska,2021,0.03,116826.4545,1.95
Nevada,2021,0.09,106075.1786,1.61
New Hampshire,2021,0.042,109378.2992,1.48
New Jersey,2021,0.072,122189.0312,1.72
New Mexico,2021,0.082,100150.0779,1.58
New York,2021,0.085,158953.4032,1.56
North Carolina,2021,0.056,111193.7118,1.73
North Dakota,2021,0.041,131804.6971,1.94
Ohio,2021,0.06,109757.7205,1.72
Oklahoma,2021,0.05,103946.1673,1.83
Oregon,2021,0.064,106685.6878,1.43
Pennsylvania,2021,0.075,109429.4003,1.61
Rhode Island,2021,0.065,95925.88168,1.42
South Carolina,2021,0.046,94094.17463,1.71
South Dakota,2021,0.03,106200.8859,2.07
Tennessee,2021,0.054,106024.988,1.75
Texas,2021,0.067,128301.1543,1.81
Utah,2021,0.034,112034.3913,1.92
Vermont,2021,0.045,91843.55795,1.37
Virginia,2021,0.048,117291.3878,1.66
Washington,2021,0.063,148346.8453,1.56
West Virginia,2021,0.06,91950.38459,1.65
Wisconsin,2021,0.046,98800.2472,1.69
Wyoming,2021,0.054,125025.7608,1.75
Alabama,2021,0.039,92999.7502,1.77
Alaska,2021,0.071,145427.5684,1.89
Arizona,2021,0.062,98865.5892,1.64
Arkansas,2021,0.048,92419.62651,1.84
California,2021,0.085,153155.765,1.54
Colorado,2021,0.063,119445.0596,1.52
Connecticut,2021,0.069,135923.0029,1.58
Delaware,2021,0.058,130790.8819,1.68
District of Columbia,2021,0.071,340325.6844,1.34
Florida,2021,0.056,101240.4809,1.62
Georgia,2021,0.046,111186.6539,1.67
Hawaii,2021,0.092,110448.8049,1.73
Idaho,2021,0.04,87373.30708,1.85
Illinois,2021,0.07,123511.8262,1.57
Indiana,2021,0.045,103026.9442,1.79
Iowa,2021,0.042,107386.2591,1.85
Kansas,2021,0.037,108122.2123,1.84
Kentucky,2021,0.045,98402.5246,1.81
Louisiana,2021,0.068,106633.2651,1.87
Maine,2021,0.046,93408.54645,1.48
Maryland,2021,0.062,116163.023,1.66
Massachusetts,2021,0.067,142568.6866,1.43
Michigan,2021,0.064,101136.5258,1.64
Minnesota,2021,0.043,113925.9405,1.75
Mississippi,2021,0.064,83080.09417,1.82
Missouri,2021,0.048,96948.84901,1.73
Montana,2021,0.038,89786.16841,1.62
Nebraska,2021,0.03,116762.4582,1.95
Nevada,2021,0.085,106102.1223,1.61
New Hampshire,2021,0.041,109455.4812,1.48
New Jersey,2021,0.072,121861.5439,1.72
New Mexico,2021,0.081,99999.78638,1.58
New York,2021,0.083,158839.0289,1.56
North Carolina,2021,0.055,111126.8594,1.73
North Dakota,2021,0.039,131818.9057,1.94
Ohio,2021,0.059,109854.2311,1.72
Oklahoma,2021,0.049,103885.2536,1.83
Oregon,2021,0.063,106515.8146,1.43
Pennsylvania,2021,0.072,109618.9741,1.61
Rhode Island,2021,0.062,95784.20401,1.42
South Carolina,2021,0.044,94112.76331,1.71
South Dakota,2021,0.029,106110.3843,2.07
Tennessee,2021,0.053,106186.5842,1.75
Texas,2021,0.066,128104.9885,1.81
Utah,2021,0.032,111835.9683,1.92
Vermont,2021,0.045,91597.34925,1.37
Virginia,2021,0.047,117185.9112,1.66
Washington,2021,0.061,148299.9102,1.56
West Virginia,2021,0.059,91901.22929,1.65
Wisconsin,2021,0.045,98735.59886,1.69
Wyoming,2021,0.053,125126.3295,1.75
Alabama,2021,0.037,93033.62035,1.77
Alaska,2021,0.07,144914.6797,1.89
Arizona,2021,0.06,98688.19214,1.64
Arkansas,2021,0.047,92288.45206,1.84
California,2021,0.084,152573.4978,1.54
Colorado,2021,0.061,119085.4626,1.52
Connecticut,2021,0.069,135989.8756,1.58
Delaware,2021,0.059,130328.5091,1.68
District of Columbia,2021,0.07,339739.3021,1.34
Florida,2021,0.053,100816.9046,1.62
Georgia,2021,0.044,111147.9012,1.67
Hawaii,2021,0.084,110227.8423,1.73
Idaho,2021,0.039,87159.56441,1.85
Illinois,2021,0.068,123274.9451,1.57
Indiana,2021,0.044,102990.966,1.79
Iowa,2021,0.042,106968.0089,1.85
Kansas,2021,0.036,108065.9113,1.84
Kentucky,2021,0.045,98172.31767,1.81
Louisiana,2021,0.066,106473.2438,1.87
Maine,2021,0.048,92967.48342,1.48
Maryland,2021,0.06,116127.1916,1.66
Massachusetts,2021,0.064,142539.2964,1.43
Michigan,2021,0.062,101165.6418,1.64
Minnesota,2021,0.041,114098.3165,1.75
Mississippi,2021,0.062,83002.77833,1.82
Missouri,2021,0.047,96861.41769,1.73
Montana,2021,0.037,89566.4705,1.62
Nebraska,2021,0.029,116634.3415,1.95
Nevada,2021,0.08,106134.5857,1.61
New Hampshire,2021,0.039,109451.7278,1.48
New Jersey,2021,0.071,121618.8002,1.72
New Mexico,2021,0.079,99826.73616,1.58
New York,2021,0.08,158761.8169,1.56
North Carolina,2021,0.054,111004.6492,1.73
North Dakota,2021,0.037,131718.8651,1.94
Ohio,2021,0.057,109830.9549,1.72
Oklahoma,2021,0.047,103777.5166,1.83
Oregon,2021,0.061,106242.3573,1.43
Pennsylvania,2021,0.069,109770.9576,1.61
Rhode Island,2021,0.061,95607.77805,1.42
South Carolina,2021,0.043,94024.33246,1.71
South Dakota,2021,0.028,105905.6212,2.07
Tennessee,2021,0.051,106245.2241,1.75
Texas,2021,0.064,127824.4769,1.81
Utah,2021,0.031,111579.6662,1.92
Vermont,2021,0.044,91334.70275,1.37
Virginia,2021,0.046,116968.5677,1.66
Washington,2021,0.059,148146.2305,1.56
West Virginia,2021,0.058,91759.9788,1.65
Wisconsin,2021,0.044,98649.24676,1.69
Wyoming,2021,0.052,125188.2983,1.75
Alabama,2021,0.036,92995.83736,1.77
Alaska,2021,0.07,144412.775,1.89
Arizona,2021,0.058,98497.16852,1.64
Arkansas,2021,0.045,92172.66219,1.84
California,2021,0.082,151875.8075,1.54
Colorado,2021,0.061,118604.9759,1.52
Connecticut,2021,0.069,135883.0756,1.58
Delaware,2021,0.059,129970.2947,1.68
District of Columbia,2021,0.07,338374.9963,1.34
Florida,2021,0.051,100342.0149,1.62
Georgia,2021,0.042,111068.268,1.67
Hawaii,2021,0.077,110093.2172,1.73
Idaho,2021,0.038,86928.55786,1.85
Illinois,2021,0.066,122954.0853,1.57
Indiana,2021,0.043,102890.917,1.79
Iowa,2021,0.042,106532.2279,1.85
Kansas,2021,0.035,107950.5408,1.84
Kentucky,2021,0.045,97946.04652,1.81
Louisiana,2021,0.064,106324.7425,1.87
Maine,2021,0.049,92590.2469,1.48
Maryland,2021,0.059,116029.4724,1.66
Massachusetts,2021,0.063,142141.1151,1.43
Michigan,2021,0.062,101046.6927,1.64
Minnesota,2021,0.04,114051.9328,1.75
Mississippi,2021,0.061,82962.52541,1.82
Missouri,2021,0.046,96813.21222,1.73
Montana,2021,0.037,89286.437,1.62
Nebraska,2021,0.029,116504.5052,1.95
Nevada,2021,0.077,106058.6101,1.61
New Hampshire,2021,0.038,109391.9965,1.48
New Jersey,2021,0.071,121245.5612,1.72
New Mexico,2021,0.078,99434.98685,1.58
New York,2021,0.078,158469.9303,1.56
North Carolina,2021,0.052,110895.5273,1.73
North Dakota,2021,0.035,131644.0954,1.94
Ohio,2021,0.056,109711.6614,1.72
Oklahoma,2021,0.046,103671.8384,1.83
Oregon,2021,0.059,105966.9511,1.43
Pennsylvania,2021,0.066,109857.6139,1.61
Rhode Island,2021,0.061,95325.71277,1.42
South Carolina,2021,0.042,93886.47401,1.71
South Dakota,2021,0.028,105686.9946,2.07
Tennessee,2021,0.05,106157.7042,1.75
Texas,2021,0.062,127473.1094,1.81
Utah,2021,0.03,111263.3037,1.92
Vermont,2021,0.042,91112.40362,1.37
Virginia,2021,0.044,116787.1319,1.66
Washington,2021,0.057,147924.8484,1.56
West Virginia,2021,0.056,91596.69476,1.65
Wisconsin,2021,0.043,98541.27325,1.69
Wyoming,2021,0.051,125262.3972,1.75
Alabama,2021,0.035,93010.46072,1.77
Alaska,2021,0.068,144269.8363,1.89
Arizona,2021,0.055,98385.36456,1.64
Arkansas,2021,0.043,92121.44613,1.84
California,2021,0.079,151572.2094,1.54
Colorado,2021,0.059,118411.9518,1.52
Connecticut,2021,0.067,136001.2775,1.58
Delaware,2021,0.059,129817.3015,1.68
District of Columbia,2021,0.071,336651.6965,1.34
Florida,2021,0.049,99878.22445,1.62
Georgia,2021,0.041,110991.4042,1.67
Hawaii,2021,0.069,110370.8036,1.73
Idaho,2021,0.036,86747.3194,1.85
Illinois,2021,0.064,122737.5258,1.57
Indiana,2021,0.041,102881.1643,1.79
Iowa,2021,0.041,106187.2929,1.85
Kansas,2021,0.035,107873.3338,1.84
Kentucky,2021,0.045,97784.7718,1.81
Louisiana,2021,0.061,106316.2064,1.87
Maine,2021,0.048,92487.23464,1.48
Maryland,2021,0.057,115925.1353,1.66
Massachusetts,2021,0.058,142268.2286,1.43
Michigan,2021,0.062,100935.5718,1.64
Minnesota,2021,0.039,113986.8189,1.75
Mississippi,2021,0.059,82944.45729,1.82
Missouri,2021,0.044,96838.2921,1.73
Montana,2021,0.036,89094.93768,1.62
Nebraska,2021,0.028,116417.8863,1.95
Nevada,2021,0.073,106128.7973,1.61
New Hampshire,2021,0.036,109440.902,1.48
New Jersey,2021,0.069,121173.4881,1.72
New Mexico,2021,0.075,99310.52844,1.58
New York,2021,0.074,158473.3455,1.56
North Carolina,2021,0.051,110805.8512,1.73
North Dakota,2021,0.032,131664.713,1.94
Ohio,2021,0.054,109645.6159,1.72
Oklahoma,2021,0.045,103632.7508,1.83
Oregon,2021,0.056,105900.7452,1.43
Pennsylvania,2021,0.064,109983.9504,1.61
Rhode Island,2021,0.059,95286.95497,1.42
South Carolina,2021,0.041,93764.28978,1.71
South Dakota,2021,0.028,105518.8978,2.07
Tennessee,2021,0.048,106039.7887,1.75
Texas,2021,0.059,127174.2247,1.81
Utah,2021,0.029,110998.146,1.92
Vermont,2021,0.04,90971.03512,1.37
Virginia,2021,0.042,116659.0448,1.66
Washington,2021,0.054,147751.9383,1.56
West Virginia,2021,0.055,91468.92453,1.65
Wisconsin,2021,0.041,98506.40054,1.69
Wyoming,2021,0.049,125446.7317,1.75
Alabama,2021,0.035,93041.53518,1.77
Alaska,2021,0.068,143841.4926,1.89
Arizona,2021,0.052,98312.24834,1.64
Arkansas,2021,0.042,92095.51563,1.84
California,2021,0.078,150876.4195,1.54
Colorado,2021,0.058,118034.3799,1.52
Connecticut,2021,0.067,134356.9575,1.58
Delaware,2021,0.058,129833.7886,1.68
District of Columbia,2021,0.072,334388.4218,1.34
Florida,2021,0.048,99325.76313,1.62
Georgia,2021,0.04,110951.097,1.67
Hawaii,2021,0.063,110383.0606,1.73
Idaho,2021,0.036,86562.53141,1.85
Illinois,2021,0.064,122424.699,1.57
Indiana,2021,0.041,102927.9881,1.79
Iowa,2021,0.041,105888.417,1.85
Kansas,2021,0.035,107817.22,1.84
Kentucky,2021,0.045,97665.67068,1.81
Louisiana,2021,0.059,106293.9782,1.87
Maine,2021,0.05,92300.64747,1.48
Maryland,2021,0.057,115677.4724,1.66
Massachusetts,2021,0.058,141830.8694,1.43
Michigan,2021,0.062,100719.1567,1.64
Minnesota,2021,0.039,113934.6763,1.75
Mississippi,2021,0.057,82978.16002,1.82
Missouri,2021,0.042,96853.67621,1.73
Montana,2021,0.035,88963.68699,1.62
Nebraska,2021,0.027,116331.396,1.95
Nevada,2021,0.07,106137.1272,1.61
New Hampshire,2021,0.035,109504.2991,1.48
New Jersey,2021,0.071,120722.1182,1.72
New Mexico,2021,0.074,98956.47928,1.58
New York,2021,0.074,157953.3931,1.56
North Carolina,2021,0.05,110074.5775,1.73
North Dakota,2021,0.03,131699.1976,1.94
Ohio,2021,0.053,109603.8504,1.72
Oklahoma,2021,0.043,103663.1064,1.83
Oregon,2021,0.054,105815.0221,1.43
Pennsylvania,2021,0.062,110090.0496,1.61
Rhode Island,2021,0.06,95047.12671,1.42
South Carolina,2021,0.041,93693.78458,1.71
South Dakota,2021,0.028,105356.7101,2.07
Tennessee,2021,0.046,105906.0941,1.75
Texas,2021,0.058,126726.7025,1.81
Utah,2021,0.028,110759.775,1.92
Vermont,2021,0.037,90899.29802,1.37
Virginia,2021,0.04,116634.0049,1.66
Washington,2021,0.053,147467.0081,1.56
West Virginia,2021,0.053,91396.15651,1.65
Wisconsin,2021,0.04,98511.3718,1.69
Wyoming,2021,0.047,125681.928,1.75
Alabama,2021,0.033,93117.61915,1.77
Alaska,2021,0.065,143882.5845,1.89
Arizona,2021,0.05,98332.88125,1.64
Arkansas,2021,0.04,92175.48624,1.84
California,2021,0.074,150932.5592,1.54
Colorado,2021,0.056,117973.3918,1.52
Connecticut,2021,0.064,133192.3201,1.58
Delaware,2021,0.056,130115.2365,1.68
District of Columbia,2021,0.07,333502.2954,1.34
Florida,2021,0.046,99046.07214,1.62
Georgia,2021,0.038,111026.9193,1.67
Hawaii,2021,0.055,110958.1008,1.73
Idaho,2021,0.035,86423.17399,1.85
Illinois,2021,0.061,122363.2846,1.57
Indiana,2021,0.039,103125.4765,1.79
Iowa,2021,0.04,105781.7361,1.85
Kansas,2021,0.034,107893.6294,1.84
Kentucky,2021,0.045,97574.33312,1.81
Louisiana,2021,0.055,106577.4572,1.87
Maine,2021,0.049,92400.42485,1.48
Maryland,2021,0.055,115878.8113,1.66
Massachusetts,2021,0.055,142135.6957,1.43
Michigan,2021,0.062,100634.4143,1.64
Minnesota,2021,0.038,114005.9624,1.75
Mississippi,2021,0.055,83104.24355,1.82
Missouri,2021,0.04,96939.85406,1.73
Montana,2021,0.034,88906.35608,1.62
Nebraska,2021,0.027,116285.2097,1.95
Nevada,2021,0.066,106329.5011,1.61
New Hampshire,2021,0.034,109687.6822,1.48
New Jersey,2021,0.068,120974.7924,1.72
New Mexico,2021,0.071,98925.00726,1.58
New York,2021,0.07,158179.9078,1.56
North Carolina,2021,0.049,109493.4984,1.73
North Dakota,2021,0.029,131790.1688,1.94
Ohio,2021,0.051,109695.0422,1.72
Oklahoma,2021,0.04,103817.9406,1.83
Oregon,2021,0.051,106018.6936,1.43
Pennsylvania,2021,0.06,110315.4085,1.61
Rhode Island,2021,0.058,95117.98734,1.42
South Carolina,2021,0.04,93740.47148,1.71
South Dakota,2021,0.027,105309.4712,2.07
Tennessee,2021,0.044,105895.8801,1.75
Texas,2021,0.056,126581.8498,1.81
Utah,2021,0.027,110601.4289,1.92
Vermont,2021,0.035,90899.83901,1.37
Virginia,2021,0.037,116738.5438,1.66
Washington,2021,0.051,147361.5138,1.56
West Virginia,2021,0.051,91444.77286,1.65
Wisconsin,2021,0.038,98661.02903,1.69
Wyoming,2021,0.045,125990.793,1.75
Alabama,2021,0.032,93137.15532,1.77
Alaska,2021,0.063,143684.6639,1.89
Arizona,2021,0.047,98379.23955,1.64
Arkansas,2021,0.038,92192.77868,1.84
California,2021,0.07,150787.5624,1.54
Colorado,2021,0.053,117912.2808,1.52
Connecticut,2021,0.062,131980.3375,1.58
Delaware,2021,0.055,130390.5154,1.68
District of Columbia,2021,0.069,332703.6445,1.34
Florida,2021,0.044,98730.40772,1.62
Georgia,2021,0.037,111098.3397,1.67
Hawaii,2021,0.048,111475.9492,1.73
Idaho,2021,0.034,86287.70397,1.85
Illinois,2021,0.059,122269.7261,1.57
Indiana,2021,0.037,103359.1332,1.79
Iowa,2021,0.038,105797.7992,1.85
Kansas,2021,0.033,108046.9894,1.84
Kentucky,2021,0.045,97448.54252,1.81
Louisiana,2021,0.052,106789.7458,1.87
Maine,2021,0.048,92473.24805,1.48
Maryland,2021,0.053,115973.9778,1.66
Massachusetts,2021,0.052,142291.8479,1.43
Michigan,2021,0.059,100587.161,1.64
Minnesota,2021,0.037,114041.8642,1.75
Mississippi,2021,0.052,83217.63533,1.82
Missouri,2021,0.038,97000.94446,1.73
Montana,2021,0.033,88840.2348,1.62
Nebraska,2021,0.027,116242.2683,1.95
Nevada,2021,0.063,106531.6055,1.61
New Hampshire,2021,0.032,109850.4464,1.48
New Jersey,2021,0.067,121051.3077,1.72
New Mexico,2021,0.068,98878.51553,1.58
New York,2021,0.067,158160.3861,1.56
North Carolina,2021,0.048,108873.6211,1.73
North Dakota,2021,0.027,131794.6884,1.94
Ohio,2021,0.049,109825.0128,1.72
Oklahoma,2021,0.037,103979.8401,1.83
Oregon,2021,0.048,106162.0125,1.43
Pennsylvania,2021,0.057,110562.3373,1.61
Rhode Island,2021,0.056,95219.16311,1.42
South Carolina,2021,0.039,93822.35531,1.71
South Dakota,2021,0.027,105287.9927,2.07
Tennessee,2021,0.042,105952.8297,1.75
Texas,2021,0.054,126360.8799,1.81
Utah,2021,0.026,110458.0247,1.92
Vermont,2021,0.034,90855.76957,1.37
Virginia,2021,0.035,116776.9847,1.66
Washington,2021,0.05,147229.6318,1.56
West Virginia,2021,0.049,91514.09657,1.65
Wisconsin,2021,0.037,98861.47212,1.69
Wyoming,2021,0.044,126276.643,1.75
Alabama,2021,0.031,93077.99375,1.77
Alaska,2021,0.059,143614.4864,1.89
Arizona,2021,0.044,98408.64656,1.64
Arkansas,2021,0.036,92131.0104,1.84
California,2021,0.065,151002.1837,1.54
Colorado,2021,0.049,118065.1399,1.52
Connecticut,2021,0.058,130916.3287,1.58
Delaware,2021,0.052,130637.5418,1.68
District of Columbia,2021,0.066,333237.1103,1.34
Florida,2021,0.041,98571.97457,1.62
Georgia,2021,0.035,111161.1952,1.67
Hawaii,2021,0.04,112158.228,1.73
Idaho,2021,0.032,86153.95538,1.85
Illinois,2021,0.055,122191.1808,1.57
Indiana,2021,0.035,103568.7514,1.79
Iowa,2021,0.036,105946.0218,1.85
Kansas,2021,0.031,108253.4727,1.84
Kentucky,2021,0.044,97280.38452,1.81
Louisiana,2021,0.048,106998.8954,1.87
Maine,2021,0.046,92657.15926,1.48
Maryland,2021,0.048,116375.0589,1.66
Massachusetts,2021,0.048,142621.0167,1.43
Michigan,2021,0.056,100592.6846,1.64
Minnesota,2021,0.036,114036.3423,1.75
Mississippi,2021,0.05,83278.99963,1.82
Missouri,2021,0.037,97080.08515,1.73
Montana,2021,0.031,88723.07124,1.62
Nebraska,2021,0.026,116211.4099,1.95
Nevada,2021,0.06,106765.6883,1.61
New Hampshire,2021,0.03,109979.7233,1.48
New Jersey,2021,0.062,121586.5856,1.72
New Mexico,2021,0.063,99099.45288,1.58
New York,2021,0.062,158551.2728,1.56
North Carolina,2021,0.046,108317.1987,1.73
North Dakota,2021,0.026,131721.1224,1.94
Ohio,2021,0.047,109981.5231,1.72
Oklahoma,2021,0.034,104098.3156,1.83
Oregon,2021,0.045,106286.3411,1.43
Pennsylvania,2021,0.054,110798.7348,1.61
Rhode Island,2021,0.052,95467.70539,1.42
